ID,Row,Column,Area,BaseLandUseType,CarbonMax,CarbonMin,Cattle,CornYield,DrainageClass,Erosion,FloodFrequency,Group,NitratesPPM,PIndex,Sediment,SoilType,SoybeanYield,StreamNetwork,Subwatershed,Timber,Topography,WatershedNitrogenContribution,StrategicWetland,LandTypeYear1,LandTypeYear2,LandTypeYear3,PrecipYear0,PrecipYear1,PrecipYear2,PrecipYear3,riverStreams
151,9,15,10,1,18980,486,17.5,2000,30,1.5,0,,3,23.6,1.116071429,K,58,0,10,1300,3,0.000611621,0,1,11,11,24.58,30.39,34.34,28.18,0
152,9,16,10,1,18980,486,17.5,2000,30,1.5,0,,3,23.6,2.901785714,D,58,0,10,1300,4,0.000611621,0,1,13,13,24.58,30.39,34.34,28.18,0
153,9,17,10,1,18980,486,17.5,2000,30,1.5,0,,3,23.6,2.901785714,D,58,0,10,1300,4,0.000611621,0,1,8,8,24.58,30.39,34.34,28.18,0
154,10,1,10,1,18980,486,17.5,2000,30,1.5,0,,1,57.2,0.595238095,C,58,0,9,1300,4,0.000611621,0,1,1,1,24.58,30.39,34.34,28.18,0
155,10,2,10,1,18980,486,17.5,2000,30,1.5,0,,1,57.2,0.595238095,C,58,0,9,1300,3,0.000611621,0,1,2,2,24.58,30.39,34.34,28.18,0
156,10,3,10,1,18980,486,17.5,2000,30,1.5,0,,1,57.2,0.595238095,C,58,0,9,1300,3,0.000611621,0,1,4,4,24.58,30.39,34.34,28.18,0
157,10,4,10,1,18980,486,17.5,2000,30,1.5,0,,1,57.2,0.595238095,C,58,0,9,1300,3,0.000611621,0,1,5,5,24.58,30.39,34.34,28.18,0
158,10,5,10,1,18980,486,17.5,2000,30,1.5,0,,3,23.6,3.050595238,G,58,0,9,1300,2,0.000611621,0,1,6,6,24.58,30.39,34.34,28.18,0
159,10,6,10,1,18980,486,17.5,2000,30,1.5,0,,3,23.6,3.050595238,G,58,0,9,1300,2,0.000611621,0,1,2,2,24.58,30.39,34.34,28.18,0
160,10,7,10,1,18980,486,17.5,2000,30,1.5,0,,3,23.6,3.050595238,G,58,0,9,1300,2,0.000611621,0,1,9,9,24.58,30.39,34.34,28.18,0
161,10,8,10,1,18980,486,17.5,2000,30,1.5,0,,3,23.6,3.050595238,G,58,0,9,1300,1,0.000611621,0,1,9,9,24.58,30.39,34.34,28.18,0
162,10,9,10,1,18980,486,17.5,2000,30,1.5,30,,3,23.6,3.050595238,G,58,0,10,1300,0,0.000611621,0,1,10,10,24.58,30.39,34.34,28.18,0
163,10,10,10,1,18980,486,17.5,2000,30,1.5,40,,3,23.6,3.050595238,G,58,1,10,1300,0,0.000611621,1,1,13,13,24.58,30.39,34.34,28.18,1
164,10,11,10,1,18980,486,17.5,2000,30,1.5,30,,3,23.6,1.116071429,K,58,0,10,1300,0,0.000611621,0,1,12,12,24.58,30.39,34.34,28.18,0
165,10,12,10,1,18980,486,17.5,2000,30,1.5,0,,3,23.6,1.116071429,K,58,0,10,1300,1,0.000611621,0,1,8,8,24.58,30.39,34.34,28.18,0
166,10,13,10,1,18980,486,17.5,2000,30,1.5,0,,3,23.6,1.116071429,K,58,0,10,1300,1,0.000611621,0,1,6,6,24.58,30.39,34.34,28.18,0
167,10,14,10,1,18980,486,17.5,1790,30,1.5,0, ,2,57.2,0.074404762,K,51.91,0,10,850,1,0.000407747,0,1,12,12,24.58,30.39,34.34,28.18,0
168,10,15,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,2.901785714,D,51.91,0,10,850,3,0.000407747,0,1,9,9,24.58,30.39,34.34,28.18,0
169,10,16,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,2.901785714,D,51.91,0,10,850,4,0.000407747,0,1,6,6,24.58,30.39,34.34,28.18,0
170,10,17,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,2.901785714,D,51.91,0,10,850,4,0.000407747,0,1,10,10,24.58,30.39,34.34,28.18,0
171,11,1,10,1,18980,486,17.5,1790,30,1.5,0,,1,57.2,0.595238095,C,51.91,0,11,850,4,0.000407747,0,1,5,5,24.58,30.39,34.34,28.18,0
172,11,2,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,11,850,3,0.000407747,0,1,6,6,24.58,30.39,34.34,28.18,0
173,11,3,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,11,850,3,0.000407747,0,1,12,12,24.58,30.39,34.34,28.18,0
174,11,4,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,11,850,2,0.000407747,0,1,6,6,24.58,30.39,34.34,28.18,0
175,11,5,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,11,850,2,0.000407747,0,1,12,12,24.58,30.39,34.34,28.18,0
176,11,6,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,11,850,2,0.000407747,0,1,11,11,24.58,30.39,34.34,28.18,0
177,11,7,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,11,850,2,0.000407747,0,1,6,6,24.58,30.39,34.34,28.18,0
178,11,8,10,1,18980,486,17.5,1790,30,1.5,30,,3,23.6,3.050595238,G,51.91,0,11,850,1,0.000407747,0,1,7,7,24.58,30.39,34.34,28.18,0
179,11,9,10,1,18980,486,17.5,1790,30,1.5,30,,3,23.6,1.116071429,K,51.91,0,12,850,0,0.000407747,0,1,14,14,24.58,30.39,34.34,28.18,0
180,11,10,10,1,18980,486,17.5,1790,30,1.5,30,,3,23.6,1.116071429,K,51.91,0,12,850,0,0.000407747,0,1,6,6,24.58,30.39,34.34,28.18,0
181,11,11,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,1.116071429,K,51.91,0,12,850,0,0.000407747,0,1,11,11,24.58,30.39,34.34,28.18,0
182,11,12,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,1.116071429,K,51.91,0,12,850,2,0.000407747,0,1,7,7,24.58,30.39,34.34,28.18,0
183,11,13,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,1.116071429,K,51.91,0,12,850,3,0.000407747,0,1,13,13,24.58,30.39,34.34,28.18,0
184,11,14,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,1.116071429,K,51.91,0,12,850,3,0.000407747,0,1,11,11,24.58,30.39,34.34,28.18,0
185,11,15,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,1.116071429,K,51.91,0,12,850,4,0.000407747,0,1,6,6,24.58,30.39,34.34,28.18,0
186,11,16,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,1.116071429,K,51.91,0,12,850,4,0.000407747,0,1,13,13,24.58,30.39,34.34,28.18,0
187,11,17,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,2.901785714,D,51.91,0,12,850,5,0.000407747,0,1,6,6,24.58,30.39,34.34,28.18,0
188,12,1,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,11,850,3,0.000407747,0,1,3,3,24.58,30.39,34.34,28.18,0
189,12,2,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,11,850,3,0.000407747,0,1,5,5,24.58,30.39,34.34,28.18,0
190,12,3,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,11,850,2,0.000407747,0,1,11,11,24.58,30.39,34.34,28.18,0
191,12,4,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,11,850,2,0.000407747,0,1,13,13,24.58,30.39,34.34,28.18,0
192,12,5,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,11,850,2,0.000407747,0,1,9,9,24.58,30.39,34.34,28.18,0
193,12,6,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,11,850,2,0.000407747,0,1,11,11,24.58,30.39,34.34,28.18,0
194,12,7,10,1,18980,486,17.5,1790,30,1.5,20,,3,23.6,1.116071429,K,51.91,0,12,850,1,0.000407747,0,1,5,5,24.58,30.39,34.34,28.18,0
195,12,8,10,1,18980,486,17.5,1790,30,1.5,40,,3,23.6,1.116071429,K,51.91,0,12,850,0,0.000407747,0,1,2,2,24.58,30.39,34.34,28.18,0
196,12,9,10,1,18980,486,17.5,1790,30,1.5,50,,3,23.6,1.116071429,K,51.91,1,12,850,0,0.000407747,1,1,8,8,24.58,30.39,34.34,28.18,1
197,12,10,10,1,18980,486,17.5,1790,30,1.5,30,,3,23.6,1.116071429,K,51.91,0,12,850,0,0.000407747,0,1,5,5,24.58,30.39,34.34,28.18,0
198,12,11,10,1,18980,486,17.5,1790,30,1.5,20,,3,23.6,1.116071429,K,51.91,0,12,850,1,0.000407747,0,1,15,15,24.58,30.39,34.34,28.18,0
199,12,12,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,1.116071429,K,51.91,0,12,850,3,0.000407747,0,1,3,3,24.58,30.39,34.34,28.18,0
200,12,13,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,1.116071429,K,51.91,0,12,850,3,0.000407747,0,1,8,8,24.58,30.39,34.34,28.18,0
201,12,14,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,1.116071429,K,51.91,0,12,850,4,0.000407747,0,1,6,6,24.58,30.39,34.34,28.18,0
202,12,15,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,1.116071429,K,51.91,0,12,850,4,0.000407747,0,1,8,8,24.58,30.39,34.34,28.18,0
203,12,16,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,1.116071429,K,51.91,0,12,850,5,0.000407747,0,1,8,8,24.58,30.39,34.34,28.18,0
204,12,17,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,1.116071429,K,51.91,0,12,850,5,0.000407747,0,1,11,11,24.58,30.39,34.34,28.18,0
205,13,1,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,13,850,1,0.000407747,0,1,9,9,24.58,30.39,34.34,28.18,0
206,13,2,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,13,850,1,0.000407747,0,1,8,8,24.58,30.39,34.34,28.18,0
207,13,3,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,13,850,1,0.000407747,0,1,5,5,24.58,30.39,34.34,28.18,0
208,13,4,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,13,850,1,0.000407747,0,1,15,15,24.58,30.39,34.34,28.18,0
209,13,5,10,1,18980,486,17.5,1790,30,1.5,0,,3,23.6,3.050595238,G,51.91,0,13,850,0,0.000407747,0,1,12,12,24.58,30.39,34.34,28.18,0
210,13,6,10,1,18980,486,17.5,1790,30,1.5,30,,3,23.6,3.050595238,G,51.91,0,13,850,0,0.000407747,0,1,8,8,24.58,30.39,34.34,28.18,0
211,13,7,10,1,18980,486,17.5,1790,30,1.5,40,,3,23.6,1.116071429,K,51.91,0,13,850,0,0.000407747,0,1,1,1,24.58,30.39,34.34,28.18,0
212,13,8,10,1,18980,486,17.5,1790,30,1.5,40,,3,23.6,1.116071429,K,51.91,0,14,850,0,0.000407747,0,1,3,3,24.58,30.39,34.34,28.18,0
213,13,9,10,1,18980,486,17.5,1790,30,1.5,40,,3,23.6,1.116071429,K,51.91,0,14,850,1,0.000407747,0,1,8,8,24.58,30.39,34.34,28.18,0
214,13,10,10,1,18980,486,17.5,1790,30,1.5,30,,1,10,0.074404762,L,51.91,0,14,850,1,0.000407747,0,1,8,8,24.58,30.39,34.34,28.18,0
215,13,11,10,1,18980,486,17.5,2100,30,1.5,20, ,1,10,0.074404762,L,60.9,0,14,850,1,0.000203874,0,1,6,6,24.58,30.39,34.34,28.18,0
216,13,12,10,1,18980,486,17.5,2100,30,1.5,0,,1,10,0.074404762,L,60.9,0,14,850,3,0.000203874,0,1,2,2,24.58,30.39,34.34,28.18,0
217,13,13,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,1.116071429,K,60.9,0,14,850,4,0.000203874,0,1,12,12,24.58,30.39,34.34,28.18,0
218,13,14,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,1.116071429,K,60.9,0,14,850,4,0.000203874,0,1,9,9,24.58,30.39,34.34,28.18,0
219,13,15,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,1.116071429,K,60.9,0,14,850,5,0.000203874,0,1,7,7,24.58,30.39,34.34,28.18,0
220,13,16,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,1.116071429,K,60.9,0,14,850,5,0.000203874,0,1,9,9,24.58,30.39,34.34,28.18,0
221,13,17,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,1.116071429,K,60.9,0,14,850,5,0.000203874,0,1,13,13,24.58,30.39,34.34,28.18,0
222,14,1,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,3.050595238,G,60.9,0,13,850,1,0.000203874,0,1,11,11,24.58,30.39,34.34,28.18,0
223,14,2,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,3.050595238,G,60.9,0,13,850,1,0.000203874,0,1,5,5,24.58,30.39,34.34,28.18,0
224,14,3,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,3.050595238,G,60.9,0,13,850,1,0.000203874,0,1,5,5,24.58,30.39,34.34,28.18,0
225,14,4,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,3.050595238,G,60.9,0,13,850,0,0.000203874,0,1,5,5,24.58,30.39,34.34,28.18,0
226,14,5,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,3.050595238,G,60.9,0,13,850,0,0.000203874,0,1,8,8,24.58,30.39,34.34,28.18,0
227,14,6,10,1,18980,486,17.5,2100,30,1.5,30,,3,23.6,1.116071429,K,60.9,0,13,850,0,0.000203874,0,1,5,5,24.58,30.39,34.34,28.18,0
228,14,7,10,1,18980,486,17.5,2100,30,1.5,40,,3,23.6,1.116071429,K,60.9,0,13,850,0,0.000203874,0,1,3,3,24.58,30.39,34.34,28.18,0
229,14,8,10,1,18980,486,17.5,2100,30,1.5,40,,3,23.6,1.116071429,K,60.9,0,14,850,0,0.000203874,0,1,2,2,24.58,30.39,34.34,28.18,0
230,14,9,10,1,18980,486,17.5,2100,30,1.5,40,,3,23.6,1.116071429,K,60.9,0,14,850,1,0.000203874,0,1,2,2,24.58,30.39,34.34,28.18,0
231,14,10,10,1,18980,486,17.5,2100,30,1.5,30,,1,10,0.074404762,L,60.9,0,14,850,1,0.000203874,0,1,2,2,24.58,30.39,34.34,28.18,0
232,14,11,10,1,18980,486,17.5,2100,30,1.5,0,,1,10,0.074404762,L,60.9,0,14,850,1,0.000203874,0,1,14,14,24.58,30.39,34.34,28.18,0
233,14,12,10,1,18980,486,17.5,2100,30,1.5,0,,1,10,0.074404762,L,60.9,0,14,850,3,0.000203874,0,1,11,11,24.58,30.39,34.34,28.18,0
234,14,13,10,1,18980,486,17.5,2100,30,1.5,0,,1,10,0.074404762,L,60.9,0,14,850,4,0.000203874,0,1,11,11,24.58,30.39,34.34,28.18,0
235,14,14,10,1,18980,486,17.5,2100,30,1.5,0,,1,10,0.074404762,L,60.9,0,14,850,5,0.000203874,0,1,4,4,24.58,30.39,34.34,28.18,0
236,14,15,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,1.116071429,K,60.9,0,14,850,5,0.000203874,0,1,8,8,24.58,30.39,34.34,28.18,0
237,14,16,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,1.116071429,K,60.9,0,14,850,4,0.000203874,0,1,5,5,24.58,30.39,34.34,28.18,0
238,14,17,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,1.116071429,K,60.9,0,14,850,4,0.000203874,0,1,2,2,24.58,30.39,34.34,28.18,0
239,15,1,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,3.050595238,G,60.9,0,13,850,2,0.000203874,0,1,5,5,24.58,30.39,34.34,28.18,0
240,15,2,10,1,18980,486,17.5,2100,30,1.5,0,,3,23.6,3.050595238,G,60.9,0,13,850,2,0.000203874,0,1,2,2,24.58,30.39,34.34,28.18,0
241,15,3,10,1,18980,486,17.5,2100,30,1.5,0,,5,23.6,0.595238095,T,60.9,0,13,850,1,0.000203874,0,1,8,8,24.58,30.39,34.34,28.18,0
242,15,4,10,1,18980,486,17.5,2100,30,1.5,0,,5,23.6,0.595238095,T,60.9,0,13,850,1,0.000203874,0,1,6,6,24.58,30.39,34.34,28.18,0
243,15,5,10,1,18980,486,17.5,2400,30,1.5,0, ,5,23.6,0.595238095,T,69.6,0,13,1750,1,0.001019368,0,1,6,6,24.58,30.39,34.34,28.18,0
244,15,6,10,1,18980,486,17.5,2400,30,1.5,20, ,5,10,0.074404762,Y,60.61,0,13,2750,0,0.001019368,0,1,3,3,24.58,30.39,34.34,28.18,0
245,15,7,10,1,18980,486,17.5,2400,30,1.5,30,,5,10,0.074404762,Y,60.61,0,13,2750,0,0.001019368,0,1,4,4,24.58,30.39,34.34,28.18,0
246,15,8,10,1,18980,486,17.5,2400,30,1.5,50,,5,10,0.074404762,Y,60.61,1,15,2750,0,0.001019368,1,1,4,4,24.58,30.39,34.34,28.18,1
247,15,9,10,1,18980,486,17.5,2400,30,1.5,40,,1,10,0.074404762,L,60.61,0,15,2750,0,0.001019368,0,1,13,13,24.58,30.39,34.34,28.18,0
248,15,10,10,1,18980,486,17.5,2400,30,1.5,30,,1,10,0.074404762,L,60.61,0,15,2750,1,0.001019368,0,1,3,3,24.58,30.39,34.34,28.18,0
249,15,11,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,15,2750,2,0.001019368,0,1,8,8,24.58,30.39,34.34,28.18,0
250,15,12,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,15,2750,3,0.001019368,0,1,6,6,24.58,30.39,34.34,28.18,0
251,15,13,10,1,18980,486,17.5,2400,30,1.5,0,,3,23.6,1.116071429,K,60.61,0,15,2750,3,0.001019368,0,1,6,6,24.58,30.39,34.34,28.18,0
252,15,14,10,1,18980,486,17.5,2400,30,1.5,0,,3,23.6,1.116071429,K,60.61,0,15,2750,4,0.001019368,0,1,14,14,24.58,30.39,34.34,28.18,0
253,15,15,10,1,18980,486,17.5,2400,30,1.5,0,,3,23.6,1.116071429,K,60.61,0,15,2750,4,0.001019368,0,1,8,8,24.58,30.39,34.34,28.18,0
254,15,16,10,1,18980,486,17.5,2400,30,1.5,0,,3,23.6,1.116071429,K,60.61,0,15,2750,4,0.001019368,0,1,3,3,24.58,30.39,34.34,28.18,0
255,15,17,10,1,18980,486,17.5,2400,30,1.5,0,,3,23.6,1.116071429,K,60.61,0,15,2750,3,0.001019368,0,1,14,14,24.58,30.39,34.34,28.18,0
256,16,1,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.595238095,T,60.61,0,16,2750,3,0.001019368,0,1,12,12,24.58,30.39,34.34,28.18,0
257,16,2,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.595238095,T,60.61,0,16,2750,2,0.001019368,0,1,14,14,24.58,30.39,34.34,28.18,0
258,16,3,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.595238095,T,60.61,0,16,2750,1,0.001019368,0,1,9,9,24.58,30.39,34.34,28.18,0
259,16,4,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.595238095,T,60.61,0,16,2750,1,0.001019368,0,1,3,3,24.58,30.39,34.34,28.18,0
260,16,5,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.595238095,T,60.61,0,16,2750,0,0.001019368,0,1,8,8,24.58,30.39,34.34,28.18,0
261,16,6,10,1,18980,486,17.5,2400,30,1.5,0,,5,10,0.074404762,Y,60.61,0,16,2750,0,0.001019368,0,1,10,10,24.58,30.39,34.34,28.18,0
262,16,7,10,1,18980,486,17.5,2400,30,1.5,30,,5,10,0.074404762,Y,60.61,0,16,2750,0,0.001019368,0,1,3,3,24.58,30.39,34.34,28.18,0
263,16,8,10,1,18980,486,17.5,2400,30,1.5,30,,5,10,0.074404762,Y,60.61,0,16,2750,0,0.001019368,0,1,13,13,24.58,30.39,34.34,28.18,0
264,16,9,10,1,18980,486,17.5,2400,30,1.5,30,,5,10,0.074404762,Y,60.61,0,15,2750,1,0.001019368,0,1,12,12,24.58,30.39,34.34,28.18,0
265,16,10,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,15,2750,1,0.001019368,0,1,9,9,24.58,30.39,34.34,28.18,0
266,16,11,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,15,2750,1,0.001019368,0,1,3,3,24.58,30.39,34.34,28.18,0
267,16,12,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,15,2750,1,0.001019368,0,1,11,11,24.58,30.39,34.34,28.18,0
268,16,13,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,15,2750,2,0.001019368,0,1,11,11,24.58,30.39,34.34,28.18,0
269,16,14,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,15,2750,2,0.001019368,0,1,8,8,24.58,30.39,34.34,28.18,0
270,16,15,10,1,18980,486,17.5,2400,30,1.5,0,,3,23.6,1.116071429,K,60.61,0,15,2750,2,0.001019368,0,1,6,6,24.58,30.39,34.34,28.18,0
271,16,16,10,1,18980,486,17.5,2400,30,1.5,0,,3,23.6,1.116071429,K,60.61,0,15,2750,2,0.001019368,0,1,9,9,24.58,30.39,34.34,28.18,0
272,16,17,10,1,18980,486,17.5,2400,30,1.5,0,,3,23.6,1.116071429,K,60.61,0,15,2750,2,0.001019368,0,1,6,6,24.58,30.39,34.34,28.18,0
273,17,1,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.595238095,T,60.61,0,16,2750,3,0.001019368,0,1,2,2,24.58,30.39,34.34,28.18,0
274,17,2,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.595238095,T,60.61,0,16,2750,2,0.001019368,0,1,2,2,24.58,30.39,34.34,28.18,0
275,17,3,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.595238095,T,60.61,0,16,2750,1,0.001019368,0,1,9,9,24.58,30.39,34.34,28.18,0
276,17,4,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.595238095,T,60.61,0,16,2750,1,0.001019368,0,1,5,5,24.58,30.39,34.34,28.18,0
277,17,5,10,1,18980,486,17.5,2400,30,1.5,0,,5,10,0.074404762,Y,60.61,0,16,2750,1,0.001019368,0,1,7,7,24.58,30.39,34.34,28.18,0
278,17,6,10,1,18980,486,17.5,2400,30,1.5,0,,5,10,0.074404762,Y,60.61,0,16,2750,1,0.001019368,0,1,8,8,24.58,30.39,34.34,28.18,0
279,17,7,10,1,18980,486,17.5,2400,30,1.5,30,,5,10,0.074404762,Y,60.61,0,16,2750,0,0.001019368,0,1,14,14,24.58,30.39,34.34,28.18,0
280,17,8,10,1,18980,486,17.5,2400,30,1.5,40,,5,10,0.074404762,Y,60.61,0,16,2750,0,0.001019368,0,1,13,13,24.58,30.39,34.34,28.18,0
281,17,9,10,1,18980,486,17.5,2400,30,1.5,50,,5,10,0.074404762,Y,60.61,1,16,2750,0,0.001019368,1,1,10,10,24.58,30.39,34.34,28.18,1
282,17,10,10,1,18980,486,17.5,2400,30,1.5,30,,5,10,0.074404762,Y,60.61,0,17,2750,0,0.001019368,0,1,12,12,24.58,30.39,34.34,28.18,0
283,17,11,10,1,18980,486,17.5,2400,30,1.5,10,,1,10,0.074404762,L,60.61,0,17,2750,1,0.001019368,0,1,5,5,24.58,30.39,34.34,28.18,0
284,17,12,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,17,2750,1,0.001019368,0,1,14,14,24.58,30.39,34.34,28.18,0
285,17,13,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,17,2750,1,0.001019368,0,1,10,10,24.58,30.39,34.34,28.18,0
286,17,14,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,17,2750,2,0.001019368,0,1,8,8,24.58,30.39,34.34,28.18,0
287,17,15,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,17,2750,2,0.001019368,0,1,6,6,24.58,30.39,34.34,28.18,0
288,17,16,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,17,2750,2,0.001019368,0,1,13,13,24.58,30.39,34.34,28.18,0
289,17,17,10,1,18980,486,17.5,2400,30,1.5,0,,3,23.6,1.116071429,K,60.61,0,17,2750,2,0.001019368,0,1,4,4,24.58,30.39,34.34,28.18,0
290,18,1,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.595238095,T,60.61,0,18,2750,3,0.001019368,0,1,2,2,24.58,30.39,34.34,28.18,0
291,18,2,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.595238095,T,60.61,0,18,2750,3,0.001019368,0,1,9,9,24.58,30.39,34.34,28.18,0
292,18,3,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.074404762,O,60.61,0,18,2750,2,0.001019368,0,1,9,9,24.58,30.39,34.34,28.18,0
293,18,4,10,1,18980,486,17.5,2400,30,1.5,0,,5,23.6,0.074404762,O,60.61,0,18,2750,2,0.001019368,0,1,9,9,24.58,30.39,34.34,28.18,0
294,18,5,10,1,18980,486,17.5,2400,30,1.5,0,,5,10,0.074404762,Y,60.61,0,18,2750,1,0.001019368,0,1,11,11,24.58,30.39,34.34,28.18,0
295,18,6,10,1,18980,486,17.5,2400,30,1.5,0,,5,10,0.074404762,Y,60.61,0,18,2750,1,0.001019368,0,1,4,4,24.58,30.39,34.34,28.18,0
296,18,7,10,1,18980,486,17.5,2400,30,1.5,0,,5,10,0.074404762,Y,60.61,0,18,2750,1,0.001019368,0,1,4,4,24.58,30.39,34.34,28.18,0
297,18,8,10,1,18980,486,17.5,2400,30,1.5,40,,5,10,0.074404762,Y,60.61,0,18,2750,1,0.001019368,0,1,1,1,24.58,30.39,34.34,28.18,0
298,18,9,10,1,18980,486,17.5,2400,30,1.5,40,,5,10,0.074404762,Y,60.61,0,18,2750,0,0.001019368,0,1,2,2,24.58,30.39,34.34,28.18,0
299,18,10,10,1,18980,486,17.5,2400,30,1.5,40,,5,10,0.074404762,Y,60.61,0,18,2750,0,0.001019368,0,1,12,12,24.58,30.39,34.34,28.18,0
300,18,11,10,1,18980,486,17.5,2400,30,1.5,40,,5,10,0.074404762,Y,60.61,0,17,2750,0,0.001019368,0,1,9,9,24.58,30.39,34.34,28.18,0
301,18,12,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,17,2750,0,0.001019368,0,1,9,9,24.58,30.39,34.34,28.18,0
302,18,13,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,17,2750,0,0.001019368,0,1,2,2,24.58,30.39,34.34,28.18,0
303,18,14,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,17,2750,1,0.001019368,0,1,3,3,24.58,30.39,34.34,28.18,0
304,18,15,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,17,2750,1,0.001019368,0,1,8,8,24.58,30.39,34.34,28.18,0
305,18,16,10,1,18980,486,17.5,2400,30,1.5,0,,1,10,0.074404762,L,60.61,0,17,2750,1,0.001019368,0,1,6,6,24.58,30.39,34.34,28.18,0
