ID,Row,Column,Area,BaseLandUseType,CarbonMax,CarbonMin,Cattle,CornYield,DrainageClass,Erosion,FloodFrequency,Group,NitratesPPM,Pindex,Sediment,SoilType,SoybeanYield,StreamNetwork,Subwatershed,Timber,Topography,WatershedNitrogenContribution,Wetland,riverStreams,ContourArea,BufferArea,CurrentLandUse,CurrentLandUse,CurrentLandUse,YearsOwned,PrecipYear0,PrecipYear1,PrecipYear2,PrecipYear3
138,6,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
139,7,1,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
140,7,2,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
141,7,3,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
142,7,4,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
143,7,5,10,1,18980,486,17.5,2140,60,0.8,0, ,2,57.2,0.595238095,C,62.06,0,2,850,1,0.000407747,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
144,7,6,10,1,18980,486,17.5,2140,60,0.8,0, ,2,57.2,0.595238095,C,62.06,0,2,850,1,0.000407747,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
145,7,7,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
146,7,8,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
147,7,9,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
148,7,10,10,1,18980,486,17.5,2280,50,1.5,0, ,3,23.6,1.116071429,N,66.12,0,3,1750,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
149,7,11,10,1,18980,486,17.5,2080,30,2.2,0, ,3,23.6,1.636904762,A,60.32,0,3,2750,3,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
150,7,12,10,1,18980,486,17.5,2000,60,1.5,0, ,3,23.6,1.116071429,K,58,0,3,1300,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
151,7,13,10,1,18980,486,17.5,2000,60,1.5,0, ,3,23.6,1.116071429,K,58,0,3,1300,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
152,7,14,10,1,18980,486,17.5,2060,30,3.9,0, ,3,23.6,2.901785714,D,59.74,0,3,2750,4,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
153,7,15,10,1,18980,486,17.5,0,45,4.1,0, ,5,23.6,3.050595238,G,0,0,5,2450,5,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
154,7,16,10,1,18980,486,17.5,2060,30,3.9,0, ,5,23.6,2.901785714,D,59.74,0,5,2750,4,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
155,7,17,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
156,7,18,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
157,7,19,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
158,7,20,10,1,18980,486,17.5,2060,30,3.9,0, ,5,23.6,2.901785714,D,59.74,0,5,2750,4,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
159,7,21,10,1,18980,486,17.5,0,45,4.1,0, ,5,23.6,3.050595238,G,0,0,5,2450,5,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
160,7,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
161,7,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
162,8,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
163,8,2,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
164,8,3,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
165,8,4,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
166,8,5,10,1,18980,486,17.5,2140,60,0.8,0, ,2,57.2,0.595238095,C,62.06,0,2,850,1,0.000407747,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
167,8,6,10,1,18980,486,17.5,1790,70,0.1,50, ,2,57.2,0.074404762,O,51.91,0,2,850,0,0.000407747,1,0,0.0658,0,1,1,1,1,24.58,30.39,34.34,28.18
168,8,7,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
169,8,8,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
170,8,9,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
171,8,10,10,1,18980,486,17.5,2280,50,1.5,0, ,3,23.6,1.116071429,N,66.12,0,3,1750,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
172,8,11,10,1,18980,486,17.5,2350,30,1.5,0, ,3,23.6,1.116071429,Q,68.15,0,3,2750,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
173,8,12,10,1,18980,486,17.5,2350,30,1.5,0, ,3,23.6,1.116071429,Q,68.15,0,3,2750,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
174,8,13,10,1,18980,486,17.5,2000,60,1.5,0, ,3,23.6,1.116071429,K,58,0,3,1300,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
175,8,14,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
176,8,15,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
177,8,16,10,1,18980,486,17.5,2060,30,3.9,0, ,5,23.6,2.901785714,D,59.74,0,5,2750,4,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
178,8,17,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
179,8,18,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
180,8,19,10,1,18980,486,17.5,2060,30,3.9,0, ,5,23.6,2.901785714,D,59.74,0,5,2750,4,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
181,8,20,10,1,18980,486,17.5,0,45,4.1,0, ,5,23.6,3.050595238,G,0,0,5,2450,5,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
182,8,21,10,1,18980,486,17.5,0,45,4.1,0, ,9,23.6,3.050595238,G,0,0,9,2450,5,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
183,8,22,10,1,18980,486,17.5,0,45,4.1,0, ,9,23.6,3.050595238,G,0,0,9,2450,5,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
184,8,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
185,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
186,9,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
187,9,3,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
188,9,4,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
189,9,5,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
190,9,6,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
191,9,7,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
192,9,8,10,1,18980,486,17.5,2140,60,0.1,0, ,1,57.2,0.074404762,C,62.06,0,1,850,0,0.000203874,1,0,0.0658,0.525,1,1,1,1,24.58,30.39,34.34,28.18
193,9,9,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
194,9,10,10,1,18980,486,17.5,2280,50,1.5,0, ,3,23.6,1.116071429,N,66.12,0,3,1750,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
195,9,11,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
196,9,12,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
197,9,13,10,1,18980,486,17.5,2000,60,1.5,0, ,3,23.6,1.116071429,K,58,0,3,1300,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
198,9,14,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
199,9,15,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
200,9,16,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
201,9,17,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
202,9,18,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
203,9,19,10,1,18980,486,17.5,2060,30,3.9,0, ,5,23.6,2.901785714,D,59.74,0,5,2750,4,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
204,9,20,10,1,18980,486,17.5,0,45,4.1,0, ,9,23.6,3.050595238,G,0,0,9,2450,5,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
205,9,21,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
206,9,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
207,9,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
208,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
209,10,2,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,3,0.001427115,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
210,10,3,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
211,10,4,10,1,18980,486,17.5,2280,50,0.8,0, ,1,57.2,0.595238095,N,66.12,0,1,1750,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
212,10,5,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
213,10,6,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
214,10,7,10,1,18980,486,17.5,2140,60,0.1,0, ,1,57.2,0.074404762,C,62.06,0,1,850,0,0.000203874,1,0,0.0658,0.525,1,1,1,1,24.58,30.39,34.34,28.18
215,10,8,9.75,1,18980,486,17.5,2100,60,0.1,20, ,1,10,0.074404762,L,60.9,1,1,850,0,0.000203874,0,1,0.0658,0.525,1,1,1,1,24.58,30.39,34.34,28.18
216,10,9,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
217,10,10,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
218,10,11,9.75,1,18980,486,17.5,2100,60,0.1,20, ,3,10,0.074404762,L,60.9,1,3,850,0,0.000611621,0,2,0,0,1,1,1,1,24.58,30.39,34.34,28.18
219,10,12,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
220,10,13,10,1,18980,486,17.5,2000,60,1.5,0, ,5,23.6,1.116071429,K,58,0,5,1300,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
221,10,14,10,1,18980,486,17.5,2210,30,1.5,0, ,5,23.6,1.116071429,M,64.09,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
222,10,15,10,1,18980,486,17.5,2210,30,1.5,0, ,5,23.6,1.116071429,M,64.09,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
223,10,16,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
224,10,17,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
225,10,18,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
226,10,19,10,1,18980,486,17.5,0,45,4.1,0, ,9,23.6,3.050595238,G,0,0,9,2450,5,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
227,10,20,10,1,18980,486,17.5,2350,30,3.9,0, ,9,23.6,2.901785714,Q,68.15,0,9,2750,4,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
228,10,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
229,10,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
230,10,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
231,11,1,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,2,0.001427115,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
232,11,2,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,2,0.001427115,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
233,11,3,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,2,0.001427115,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
234,11,4,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
235,11,5,10,1,18980,486,17.5,2280,50,0.8,0, ,1,57.2,0.595238095,N,66.12,0,1,1750,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
236,11,6,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
237,11,7,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
238,11,8,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
239,11,9,9.75,1,18980,486,17.5,2100,60,0.1,20, ,1,10,0.074404762,L,60.9,1,1,850,0,0.000203874,0,1,0.0658,0.525,1,1,1,1,24.58,30.39,34.34,28.18
240,11,10,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
241,11,11,9.75,1,18980,486,17.5,2100,60,0.1,20, ,3,10,0.074404762,L,60.9,1,3,850,0,0.000611621,0,2,0.0658,0,1,1,1,1,24.58,30.39,34.34,28.18
242,11,12,10,1,18980,486,17.5,2000,60,1.5,0, ,3,23.6,1.116071429,K,58,0,3,1300,2,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
243,11,13,10,1,18980,486,17.5,2400,50,0.8,0, ,5,23.6,0.595238095,T,69.6,0,5,1750,1,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
244,11,14,9.75,1,18980,486,17.5,2090,40,0.1,20, ,5,10,0.074404762,Y,60.61,1,5,2750,0,0.001019368,0,3,0.0658,0,1,1,1,1,24.58,30.39,34.34,28.18
245,11,15,10,1,18980,486,17.5,2400,50,0.8,0, ,5,23.6,0.595238095,T,69.6,0,5,1750,1,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
246,11,16,10,1,18980,486,17.5,2350,30,0.8,0, ,5,23.6,0.595238095,Q,68.15,0,5,2750,1,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
247,11,17,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
248,11,18,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
249,11,19,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
250,11,20,10,1,18980,486,17.5,2350,30,1.5,0, ,9,23.6,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
251,11,21,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
252,11,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
253,11,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
254,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,24.58,30.39,34.34,28.18
255,12,2,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,3,0.001427115,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
256,12,3,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,2,0.001427115,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
257,12,4,10,1,18980,486,17.5,2140,60,0.8,0, ,7,57.2,0.595238095,C,62.06,0,7,850,1,0.001427115,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
258,12,5,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
259,12,6,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
260,12,7,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
261,12,8,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
262,12,9,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,0,0.0546,0.525,1,1,1,1,24.58,30.39,34.34,28.18
263,12,10,9.5,1,18980,486,17.5,2100,60,0.1,20, ,3,10,0.074404762,L,60.9,1,3,850,0,0.000611621,0,1*2,0.0658,0,1,1,1,1,24.58,30.39,34.34,28.18
264,12,11,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
265,12,12,10,1,18980,486,17.5,2000,60,1.5,0, ,5,23.6,1.116071429,K,58,0,5,1300,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
266,12,13,10,1,18980,486,17.5,2400,50,0.8,0, ,5,23.6,0.595238095,T,69.6,0,5,1750,1,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
267,12,14,9.75,1,18980,486,17.5,2090,40,0.1,20, ,5,10,0.074404762,Y,60.61,1,5,2750,0,0.001019368,0,3,0.0658,0,1,1,1,1,24.58,30.39,34.34,28.18
268,12,15,10,1,18980,486,17.5,2400,50,0.8,0, ,5,23.6,0.595238095,T,69.6,0,5,1750,1,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
269,12,16,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
270,12,17,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
271,12,18,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
272,12,19,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
273,12,20,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
274,12,21,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,0,0.0546,0,1,1,1,1,24.58,30.39,34.34,28.18
275,12,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0.0658,0,0,0,0,1,24.58,30.39,34.34,28.18
