LU_ID,Land-Use,Sub Crop,PerAcreORPerYield,TopographySlopes,StreamBorder,Year,Time of Year,Frequency,Time - Cost Type,Action - Cost Type,Fixed/Variable,Cost Name,# Labor Hours,Value,NPV,EAA,Description
12,Switchgrass,,,,,1,7,Every 11 years,Establishment,Custom,Fixed,Custom - Preharvest - Harrow,,3.125,3.125,0.376215286,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Surveyno repeat if reseeding"
12,Switchgrass,,,,,1,6,Every 11 years,Establishment,Custom,Fixed,Custom - Preharvest - Airflow spreader (seed and fertilizers),,3.85,3.85,0.463497232,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Surveyrepeat if reseeding (25% chance)"
12,Switchgrass,,,,,1,7,Every 11 years,Establishment,Custom,Fixed,Custom - Preharvest - Airflow spreader (seed and fertilizers),,3.85,3.85,0.463497232,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Surveyrepeat if reseeding (25% chance)"
12,Switchgrass,,,,,1,6,Every 11 years,Establishment,Custom,Fixed,Custom - Spraying chemicals,,2.575,2.575,0.310001396,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,1,7,Every 11 years,Establishment,Custom,Fixed,Custom - Spraying chemicals,,2.575,2.575,0.310001396,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,1,8,Every 11 years,Establishment,Input,Fixed,Seed,,56.25,56.25,6.771875146,repeat if reseeding (25% chance)
12,Switchgrass,,,,,1,,Every 11 years,Establishment,Input,Variable,Fertilizer - P,,11.1,11.1,1.336316696,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 30lb @ $0.37/lb repeat if reseeding (25% chance)"
12,Switchgrass,,,,,1,,Every 11 years,Establishment,Input,Variable,Fertilizer - K,,9.2,9.2,1.107577802,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 40lb @ $0.23/lb repeat if reseeding (25% chance)"
12,Switchgrass,,,,,1,,Every 11 years,Establishment,Input,Variable,Lime,,63,63,7.584500164,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey no repeat if reseeding 3 tons @ $21/ton"
12,Switchgrass,,,,,1,,Every 11 years,Establishment,Input,Variable,Herbicides,,7.7421875,7.7421875,0.932073371,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Pursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt 2,4D 1.5 pts @ $16/gal repeat if reseeding (25% chance)"
12,Switchgrass,,,,,2,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - N,,31,29.45,3.545452854,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 100lb @ $0.31/lb"
12,Switchgrass,,,,,3,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - N,,31,27.9775,3.368180212,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 100lb @ $0.31/lb"
12,Switchgrass,,,,,4,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - N,,31,26.578625,3.199771201,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 100lb @ $0.31/lb"
12,Switchgrass,,,,,5,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - N,,31,25.24969375,3.039782641,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 100lb @ $0.31/lb"
12,Switchgrass,,,,,6,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - N,,31,23.98720906,2.887793509,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 100lb @ $0.31/lb"
12,Switchgrass,,,,,7,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - N,,31,22.78784861,2.743403834,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 100lb @ $0.31/lb"
12,Switchgrass,,,,,8,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - N,,31,21.64845618,2.606233642,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 100lb @ $0.31/lb"
12,Switchgrass,,,,,9,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - N,,31,20.56603337,2.47592196,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 100lb @ $0.31/lb"
12,Switchgrass,,,,,10,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - N,,31,19.5377317,2.352125862,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 100lb @ $0.31/lb"
12,Switchgrass,,,,,11,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - N,,31,18.56084512,2.234519569,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 100lb @ $0.31/lb"
12,Switchgrass,,,,,2,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - P,,2.8712,2.72764,0.328377556,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 1.94lb @ $0.37/lb @4 tons per acre"
12,Switchgrass,,,,,3,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - P,,2.8712,2.591258,0.311958678,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 1.94lb @ $0.37/lb @4 tons per acre"
12,Switchgrass,,,,,4,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - P,,2.8712,2.4616951,0.296360744,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 1.94lb @ $0.37/lb @4 tons per acre"
12,Switchgrass,,,,,5,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - P,,2.8712,2.338610345,0.281542707,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 1.94lb @ $0.37/lb @4 tons per acre"
12,Switchgrass,,,,,6,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - P,,2.8712,2.221679828,0.267465572,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 1.94lb @ $0.37/lb @4 tons per acre"
12,Switchgrass,,,,,7,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - P,,2.8712,2.110595836,0.254092293,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 1.94lb @ $0.37/lb @4 tons per acre"
12,Switchgrass,,,,,8,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - P,,2.8712,2.005066045,0.241387678,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 1.94lb @ $0.37/lb @4 tons per acre"
12,Switchgrass,,,,,9,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - P,,2.8712,1.904812742,0.229318295,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 1.94lb @ $0.37/lb @4 tons per acre"
12,Switchgrass,,,,,10,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - P,,2.8712,1.809572105,0.21785238,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 1.94lb @ $0.37/lb @4 tons per acre"
12,Switchgrass,,,,,11,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - P,,2.8712,1.7190935,0.206959761,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 1.94lb @ $0.37/lb @4 tons per acre"
12,Switchgrass,,,,,2,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - K,,20.976,19.9272,2.399013519,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb @ 4 tons per acre"
12,Switchgrass,,,,,3,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - K,,20.976,18.93084,2.279062843,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb @ 4 tons per acre"
12,Switchgrass,,,,,4,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - K,,20.976,17.984298,2.1651097,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb @ 4 tons per acre"
12,Switchgrass,,,,,5,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - K,,20.976,17.0850831,2.056854215,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb @ 4 tons per acre"
12,Switchgrass,,,,,6,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - K,,20.976,16.23082895,1.954011505,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb @ 4 tons per acre"
12,Switchgrass,,,,,7,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - K,,20.976,15.4192875,1.856310929,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb @ 4 tons per acre"
12,Switchgrass,,,,,8,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - K,,20.976,14.64832312,1.763495383,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb @ 4 tons per acre"
12,Switchgrass,,,,,9,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - K,,20.976,13.91590697,1.675320614,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb @ 4 tons per acre"
12,Switchgrass,,,,,10,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - K,,20.976,13.22011162,1.591554583,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb @ 4 tons per acre"
12,Switchgrass,,,,,11,,Annual after yr1,Preharvest,Input,Variable,Fertilizer - K,,20.976,12.55910604,1.511976854,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey 22.8lb @ $0.23/lb @ 4 tons per acre"
12,Switchgrass,,,,,2,,Annual after yr1,Preharvest,Input,Variable,Herbicides,,7.7421875,7.355078125,0.885469702,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal"
12,Switchgrass,,,,,3,,Annual after yr1,Preharvest,Input,Variable,Herbicides,,7.7421875,6.987324219,0.841196217,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal"
12,Switchgrass,,,,,4,,Annual after yr1,Preharvest,Input,Variable,Herbicides,,7.7421875,6.637958008,0.799136406,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal"
12,Switchgrass,,,,,5,,Annual after yr1,Preharvest,Input,Variable,Herbicides,,7.7421875,6.306060107,0.759179586,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal"
12,Switchgrass,,,,,6,,Annual after yr1,Preharvest,Input,Variable,Herbicides,,7.7421875,5.990757102,0.721220607,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal"
12,Switchgrass,,,,,7,,Annual after yr1,Preharvest,Input,Variable,Herbicides,,7.7421875,5.691219247,0.685159576,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal"
12,Switchgrass,,,,,8,,Annual after yr1,Preharvest,Input,Variable,Herbicides,,7.7421875,5.406658285,0.650901598,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal"
12,Switchgrass,,,,,9,,Annual after yr1,Preharvest,Input,Variable,Herbicides,,7.7421875,5.13632537,0.618356518,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal"
12,Switchgrass,,,,,10,,Annual after yr1,Preharvest,Input,Variable,Herbicides,,7.7421875,4.879509102,0.587438692,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal"
12,Switchgrass,,,,,11,,Annual after yr1,Preharvest,Input,Variable,Herbicides,,7.7421875,4.635533647,0.558066757,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate SurveyPursuit+ 3 oz @ $53/gal, MSO 32 oz @ $1.75/pt2,4D 1.5 pts @ $16/gal"
12,Switchgrass,,,,,2,14,Annual after yr1,Preharvest,Custom,Fixed,Liquid N application,,4.8,4.56,0.548973345,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,3,14,Annual after yr1,Preharvest,Custom,Fixed,Liquid N application,,4.8,4.332,0.521524678,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,4,14,Annual after yr1,Preharvest,Custom,Fixed,Liquid N application,,4.8,4.1154,0.495448444,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,5,14,Annual after yr1,Preharvest,Custom,Fixed,Liquid N application,,4.8,3.90963,0.470676022,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,6,14,Annual after yr1,Preharvest,Custom,Fixed,Liquid N application,,4.8,3.7141485,0.447142221,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,7,14,Annual after yr1,Preharvest,Custom,Fixed,Liquid N application,,4.8,3.528441075,0.42478511,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,8,14,Annual after yr1,Preharvest,Custom,Fixed,Liquid N application,,4.8,3.352019021,0.403545854,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,9,14,Annual after yr1,Preharvest,Custom,Fixed,Liquid N application,,4.8,3.18441807,0.383368562,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,10,14,Annual after yr1,Preharvest,Custom,Fixed,Liquid N application,,4.8,3.025197167,0.364200133,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,11,14,Annual after yr1,Preharvest,Custom,Fixed,Liquid N application,,4.8,2.873937308,0.345990127,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,2,14,Annual after yr1,Preharvest,Custom,Fixed,Bulk fertilizer spreader,,3.2,3.04,0.36598223,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,3,14,Annual after yr1,Preharvest,Custom,Fixed,Bulk fertilizer spreader,,3.2,2.888,0.347683119,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,4,14,Annual after yr1,Preharvest,Custom,Fixed,Bulk fertilizer spreader,,3.2,2.7436,0.330298963,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,5,14,Annual after yr1,Preharvest,Custom,Fixed,Bulk fertilizer spreader,,3.2,2.60642,0.313784015,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,6,14,Annual after yr1,Preharvest,Custom,Fixed,Bulk fertilizer spreader,,3.2,2.476099,0.298094814,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,7,14,Annual after yr1,Preharvest,Custom,Fixed,Bulk fertilizer spreader,,3.2,2.35229405,0.283190073,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,8,14,Annual after yr1,Preharvest,Custom,Fixed,Bulk fertilizer spreader,,3.2,2.234679348,0.269030569,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,9,14,Annual after yr1,Preharvest,Custom,Fixed,Bulk fertilizer spreader,,3.2,2.12294538,0.255579041,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,10,14,Annual after yr1,Preharvest,Custom,Fixed,Bulk fertilizer spreader,,3.2,2.016798111,0.242800089,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,11,14,Annual after yr1,Preharvest,Custom,Fixed,Bulk fertilizer spreader,,3.2,1.915958206,0.230660085,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,2,14,Annual after yr1,Preharvest,Custom,Fixed,Sprayer,,5.15,4.8925,0.589002652,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,3,14,Annual after yr1,Preharvest,Custom,Fixed,Sprayer,,5.15,4.647875,0.559552519,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,4,14,Annual after yr1,Preharvest,Custom,Fixed,Sprayer,,5.15,4.41548125,0.531574893,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,5,14,Annual after yr1,Preharvest,Custom,Fixed,Sprayer,,5.15,4.194707188,0.504996148,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,6,14,Annual after yr1,Preharvest,Custom,Fixed,Sprayer,,5.15,3.984971828,0.479746341,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,7,14,Annual after yr1,Preharvest,Custom,Fixed,Sprayer,,5.15,3.785723237,0.455759024,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,8,14,Annual after yr1,Preharvest,Custom,Fixed,Sprayer,,5.15,3.596437075,0.432971073,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,9,14,Annual after yr1,Preharvest,Custom,Fixed,Sprayer,,5.15,3.416615221,0.411322519,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,10,14,Annual after yr1,Preharvest,Custom,Fixed,Sprayer,,5.15,3.24578446,0.390756393,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,11,14,Annual after yr1,Preharvest,Custom,Fixed,Sprayer,,5.15,3.083495237,0.371218574,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,2,22,Annual after yr1,Harvest,Custom,Fixed,Mow/conditioning,,10.75,10.2125,1.229471554,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,3,22,Annual after yr1,Harvest,Custom,Fixed,Mow/conditioning,,10.75,9.701875,1.167997977,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,4,22,Annual after yr1,Harvest,Custom,Fixed,Mow/conditioning,,10.75,9.21678125,1.109598078,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,5,22,Annual after yr1,Harvest,Custom,Fixed,Mow/conditioning,,10.75,8.755942188,1.054118174,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,6,22,Annual after yr1,Harvest,Custom,Fixed,Mow/conditioning,,10.75,8.318145078,1.001412265,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,7,22,Annual after yr1,Harvest,Custom,Fixed,Mow/conditioning,,10.75,7.902237824,0.951341652,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,8,22,Annual after yr1,Harvest,Custom,Fixed,Mow/conditioning,,10.75,7.507125933,0.903774569,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,9,22,Annual after yr1,Harvest,Custom,Fixed,Mow/conditioning,,10.75,7.131769636,0.858585841,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,10,22,Annual after yr1,Harvest,Custom,Fixed,Mow/conditioning,,10.75,6.775181155,0.815656549,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,11,22,Annual after yr1,Harvest,Custom,Fixed,Mow/conditioning,,10.75,6.436422097,0.774873721,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,2,22,Annual after yr1,Harvest,Custom,Fixed,Rake,,5.3,5.035,0.606158069,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,3,22,Annual after yr1,Harvest,Custom,Fixed,Rake,,5.3,4.78325,0.575850165,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,4,22,Annual after yr1,Harvest,Custom,Fixed,Rake,,5.3,4.5440875,0.547057657,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,5,22,Annual after yr1,Harvest,Custom,Fixed,Rake,,5.3,4.316883125,0.519704774,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,6,22,Annual after yr1,Harvest,Custom,Fixed,Rake,,5.3,4.101038969,0.493719535,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,7,22,Annual after yr1,Harvest,Custom,Fixed,Rake,,5.3,3.89598702,0.469033559,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,8,22,Annual after yr1,Harvest,Custom,Fixed,Rake,,5.3,3.701187669,0.445581881,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,9,22,Annual after yr1,Harvest,Custom,Fixed,Rake,,5.3,3.516128286,0.423302787,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,10,22,Annual after yr1,Harvest,Custom,Fixed,Rake,,5.3,3.340321872,0.402137647,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,,,,11,22,Annual after yr1,Harvest,Custom,Fixed,Rake,,5.3,3.173305778,0.382030765,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey"
12,Switchgrass,,per yield,,,2,22,Annual after yr1,Harvest,Custom,Variable,Baling: large square ($10.70 bale),,22.5235,21.397325,2.576000238,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale WITH 8.42 BALES PER ACRE"
12,Switchgrass,,per yield,,,3,22,Annual after yr1,Harvest,Custom,Variable,Baling: large square ($10.70 bale),,22.5235,20.32745875,2.447200226,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale WITH 8.42 BALES PER ACRE"
12,Switchgrass,,per yield,,,4,22,Annual after yr1,Harvest,Custom,Variable,Baling: large square ($10.70 bale),,22.5235,19.31108581,2.324840214,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale WITH 8.42 BALES PER ACRE"
12,Switchgrass,,per yield,,,5,22,Annual after yr1,Harvest,Custom,Variable,Baling: large square ($10.70 bale),,22.5235,18.34553152,2.208598204,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale WITH 8.42 BALES PER ACRE"
12,Switchgrass,,per yield,,,6,22,Annual after yr1,Harvest,Custom,Variable,Baling: large square ($10.70 bale),,22.5235,17.42825495,2.098168294,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale WITH 8.42 BALES PER ACRE"
12,Switchgrass,,per yield,,,7,22,Annual after yr1,Harvest,Custom,Variable,Baling: large square ($10.70 bale),,22.5235,16.5568422,1.993259879,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale WITH 8.42 BALES PER ACRE"
12,Switchgrass,,per yield,,,8,22,Annual after yr1,Harvest,Custom,Variable,Baling: large square ($10.70 bale),,22.5235,15.72900009,1.893596885,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale WITH 8.42 BALES PER ACRE"
12,Switchgrass,,per yield,,,9,22,Annual after yr1,Harvest,Custom,Variable,Baling: large square ($10.70 bale),,22.5235,14.94255008,1.798917041,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale WITH 8.42 BALES PER ACRE"
12,Switchgrass,,per yield,,,10,22,Annual after yr1,Harvest,Custom,Variable,Baling: large square ($10.70 bale),,22.5235,14.19542258,1.708971189,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale WITH 8.42 BALES PER ACRE"
12,Switchgrass,,per yield,,,11,22,Annual after yr1,Harvest,Custom,Variable,Baling: large square ($10.70 bale),,22.5235,13.48565145,1.623522629,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $10.70/bale WITH 8.42 BALES PER ACRE"
12,Switchgrass,,per yield,,,2,22,Annual after yr1,Harvest,Custom,Variable,Staging,,5.78875,5.4993125,0.662056136,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale @8.42 bales per acre"
12,Switchgrass,,per yield,,,3,22,Annual after yr1,Harvest,Custom,Variable,Staging,,5.78875,5.224346875,0.628953329,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale @8.42 bales per acre"
12,Switchgrass,,per yield,,,4,22,Annual after yr1,Harvest,Custom,Variable,Staging,,5.78875,4.963129531,0.597505663,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale @8.42 bales per acre"
12,Switchgrass,,per yield,,,5,22,Annual after yr1,Harvest,Custom,Variable,Staging,,5.78875,4.714973055,0.567630379,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale @8.42 bales per acre"
12,Switchgrass,,per yield,,,6,22,Annual after yr1,Harvest,Custom,Variable,Staging,,5.78875,4.479224402,0.53924886,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale @8.42 bales per acre"
12,Switchgrass,,per yield,,,7,22,Annual after yr1,Harvest,Custom,Variable,Staging,,5.78875,4.255263182,0.512286417,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale @8.42 bales per acre"
12,Switchgrass,,per yield,,,8,22,Annual after yr1,Harvest,Custom,Variable,Staging,,5.78875,4.042500023,0.486672097,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale @8.42 bales per acre"
12,Switchgrass,,per yield,,,9,22,Annual after yr1,Harvest,Custom,Variable,Staging,,5.78875,3.840375022,0.462338492,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale @8.42 bales per acre"
12,Switchgrass,,per yield,,,10,22,Annual after yr1,Harvest,Custom,Variable,Staging,,5.78875,3.648356271,0.439221567,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale @8.42 bales per acre"
12,Switchgrass,,per yield,,,11,22,Annual after yr1,Harvest,Custom,Variable,Staging,,5.78875,3.465938457,0.417260489,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey $2.75/bale @8.42 bales per acre"
12,Switchgrass,,per yield,,,2,0,Annual after yr1,Harvest,Custom,Fixed,Storage,,16.67,15.8365,1.90653868,"Ag Decision Maker, based on 2007 Iowa Farm Custom Rate Survey Assumes used for ethanol, therefore MUST be storage indoors. Storage Cost Per Ton"
