ID,Row,Column,Area,BaseLandUseType,CarbonMax,CarbonMin,Cattle,CornYield,DrainageClass,Erosion,FloodFrequency,Group,NitratesPPM,Pindex,Sediment,SoilType,SoybeanYield,StreamNetwork,Subwatershed,Timber,Topography,WatershedNitrogenContribution,Wetland,CurrentLandUse,CurrentLandUse,CurrentLandUse,PrecipYear0,PrecipYear1,PrecipYear2,PrecipYear3,riverStreams
152,7,14,10,1,18980,486,17.5,2060,30,3.9,0, ,3,23.6,2.901785714,D,59.74,0,3,2750,4,0.000611621,0,9,9,9,24.58,30.39,34.34,28.18,0
153,7,15,10,1,18980,486,17.5,0,45,4.1,0, ,5,23.6,3.050595238,G,0,0,5,2450,5,0.001019368,0,5,5,5,24.58,30.39,34.34,28.18,0
154,7,16,10,1,18980,486,17.5,2060,30,3.9,0, ,5,23.6,2.901785714,D,59.74,0,5,2750,4,0.001019368,0,10,10,10,24.58,30.39,34.34,28.18,0
155,7,17,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,9,9,9,24.58,30.39,34.34,28.18,0
156,7,18,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,9,9,9,24.58,30.39,34.34,28.18,0
157,7,19,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,6,6,6,24.58,30.39,34.34,28.18,0
158,7,20,10,1,18980,486,17.5,2060,30,3.9,0, ,5,23.6,2.901785714,D,59.74,0,5,2750,4,0.001019368,0,8,8,8,24.58,30.39,34.34,28.18,0
159,7,21,10,1,18980,486,17.5,0,45,4.1,0, ,5,23.6,3.050595238,G,0,0,5,2450,5,0.001019368,0,6,6,6,24.58,30.39,34.34,28.18,0
160,7,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
161,7,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
162,8,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
163,8,2,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,12,12,12,24.58,30.39,34.34,28.18,0
164,8,3,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,4,4,4,24.58,30.39,34.34,28.18,0
165,8,4,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,8,8,8,24.58,30.39,34.34,28.18,0
166,8,5,10,1,18980,486,17.5,2140,60,0.8,0, ,2,57.2,0.595238095,C,62.06,0,2,850,1,0.000407747,0,2,2,2,24.58,30.39,34.34,28.18,0
167,8,6,10,1,18980,486,17.5,1790,70,0.1,50, ,2,57.2,0.074404762,O,51.91,0,2,850,0,0.000407747,1,8,8,8,24.58,30.39,34.34,28.18,0
168,8,7,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,13,13,13,24.58,30.39,34.34,28.18,0
169,8,8,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,1,1,1,24.58,30.39,34.34,28.18,0
170,8,9,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,1,1,1,24.58,30.39,34.34,28.18,0
171,8,10,10,1,18980,486,17.5,2280,50,1.5,0, ,3,23.6,1.116071429,N,66.12,0,3,1750,2,0.000611621,0,14,14,14,24.58,30.39,34.34,28.18,0
172,8,11,10,1,18980,486,17.5,2350,30,1.5,0, ,3,23.6,1.116071429,Q,68.15,0,3,2750,2,0.000611621,0,14,14,14,24.58,30.39,34.34,28.18,0
173,8,12,10,1,18980,486,17.5,2350,30,1.5,0, ,3,23.6,1.116071429,Q,68.15,0,3,2750,2,0.000611621,0,1,1,1,24.58,30.39,34.34,28.18,0
174,8,13,10,1,18980,486,17.5,2000,60,1.5,0, ,3,23.6,1.116071429,K,58,0,3,1300,2,0.000611621,0,7,7,7,24.58,30.39,34.34,28.18,0
175,8,14,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,6,6,6,24.58,30.39,34.34,28.18,0
176,8,15,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,7,7,7,24.58,30.39,34.34,28.18,0
177,8,16,10,1,18980,486,17.5,2060,30,3.9,0, ,5,23.6,2.901785714,D,59.74,0,5,2750,4,0.001019368,0,6,6,6,24.58,30.39,34.34,28.18,0
178,8,17,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,2,2,2,24.58,30.39,34.34,28.18,0
179,8,18,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,9,9,9,24.58,30.39,34.34,28.18,0
180,8,19,10,1,18980,486,17.5,2060,30,3.9,0, ,5,23.6,2.901785714,D,59.74,0,5,2750,4,0.001019368,0,10,10,10,24.58,30.39,34.34,28.18,0
181,8,20,10,1,18980,486,17.5,0,45,4.1,0, ,5,23.6,3.050595238,G,0,0,5,2450,5,0.001019368,0,8,8,8,24.58,30.39,34.34,28.18,0
182,8,21,10,1,18980,486,17.5,0,45,4.1,0, ,9,23.6,3.050595238,G,0,0,9,2450,5,0.001834862,0,3,3,3,24.58,30.39,34.34,28.18,0
183,8,22,10,1,18980,486,17.5,0,45,4.1,0, ,9,23.6,3.050595238,G,0,0,9,2450,5,0.001834862,0,11,11,11,24.58,30.39,34.34,28.18,0
184,8,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
185,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
186,9,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
187,9,3,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,4,4,4,24.58,30.39,34.34,28.18,0
188,9,4,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,11,11,11,24.58,30.39,34.34,28.18,0
189,9,5,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,5,5,5,24.58,30.39,34.34,28.18,0
190,9,6,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,10,10,10,24.58,30.39,34.34,28.18,0
191,9,7,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,7,7,7,24.58,30.39,34.34,28.18,0
192,9,8,10,1,18980,486,17.5,2140,60,0.1,0, ,1,57.2,0.074404762,C,62.06,0,1,850,0,0.000203874,1,7,7,7,24.58,30.39,34.34,28.18,0
193,9,9,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,3,3,3,24.58,30.39,34.34,28.18,0
194,9,10,10,1,18980,486,17.5,2280,50,1.5,0, ,3,23.6,1.116071429,N,66.12,0,3,1750,2,0.000611621,0,2,2,2,24.58,30.39,34.34,28.18,0
195,9,11,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,9,9,9,24.58,30.39,34.34,28.18,0
196,9,12,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,7,7,7,24.58,30.39,34.34,28.18,0
197,9,13,10,1,18980,486,17.5,2000,60,1.5,0, ,3,23.6,1.116071429,K,58,0,3,1300,2,0.000611621,0,15,15,15,24.58,30.39,34.34,28.18,0
198,9,14,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,12,12,12,24.58,30.39,34.34,28.18,0
199,9,15,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,10,10,10,24.58,30.39,34.34,28.18,0
200,9,16,10,1,18980,486,17.5,2210,30,2.2,0, ,5,23.6,1.636904762,M,64.09,0,5,2750,3,0.001019368,0,1,1,1,24.58,30.39,34.34,28.18,0
201,9,17,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,15,15,15,24.58,30.39,34.34,28.18,0
202,9,18,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,6,6,6,24.58,30.39,34.34,28.18,0
203,9,19,10,1,18980,486,17.5,2060,30,3.9,0, ,5,23.6,2.901785714,D,59.74,0,5,2750,4,0.001019368,0,14,14,14,24.58,30.39,34.34,28.18,0
204,9,20,10,1,18980,486,17.5,0,45,4.1,0, ,9,23.6,3.050595238,G,0,0,9,2450,5,0.001834862,0,2,2,2,24.58,30.39,34.34,28.18,0
205,9,21,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,3,3,3,24.58,30.39,34.34,28.18,0
206,9,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
207,9,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
208,10,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
209,10,2,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,3,0.001427115,0,14,14,14,24.58,30.39,34.34,28.18,0
210,10,3,10,1,18980,486,17.5,2080,30,2.2,0, ,1,57.2,1.636904762,A,60.32,0,1,2750,2,0.000203874,0,15,15,15,24.58,30.39,34.34,28.18,0
211,10,4,10,1,18980,486,17.5,2280,50,0.8,0, ,1,57.2,0.595238095,N,66.12,0,1,1750,1,0.000203874,0,15,15,15,24.58,30.39,34.34,28.18,0
212,10,5,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,8,8,8,24.58,30.39,34.34,28.18,0
213,10,6,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,7,7,7,24.58,30.39,34.34,28.18,0
214,10,7,10,1,18980,486,17.5,2140,60,0.1,0, ,1,57.2,0.074404762,C,62.06,0,1,850,0,0.000203874,1,13,13,13,24.58,30.39,34.34,28.18,0
215,10,8,9.75,1,18980,486,17.5,2100,60,0.1,20, ,1,10,0.074404762,L,60.9,1,1,850,0,0.000203874,0,8,8,8,24.58,30.39,34.34,28.18,1
216,10,9,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,7,7,7,24.58,30.39,34.34,28.18,0
217,10,10,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,11,11,11,24.58,30.39,34.34,28.18,0
218,10,11,9.75,1,18980,486,17.5,2100,60,0.1,20, ,3,10,0.074404762,L,60.9,1,3,850,0,0.000611621,0,13,13,13,24.58,30.39,34.34,28.18,2
219,10,12,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,7,7,7,24.58,30.39,34.34,28.18,0
220,10,13,10,1,18980,486,17.5,2000,60,1.5,0, ,5,23.6,1.116071429,K,58,0,5,1300,2,0.001019368,0,11,11,11,24.58,30.39,34.34,28.18,0
221,10,14,10,1,18980,486,17.5,2210,30,1.5,0, ,5,23.6,1.116071429,M,64.09,0,5,2750,2,0.001019368,0,13,13,13,24.58,30.39,34.34,28.18,0
222,10,15,10,1,18980,486,17.5,2210,30,1.5,0, ,5,23.6,1.116071429,M,64.09,0,5,2750,2,0.001019368,0,15,15,15,24.58,30.39,34.34,28.18,0
223,10,16,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,8,8,8,24.58,30.39,34.34,28.18,0
224,10,17,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,11,11,11,24.58,30.39,34.34,28.18,0
225,10,18,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,11,11,11,24.58,30.39,34.34,28.18,0
226,10,19,10,1,18980,486,17.5,0,45,4.1,0, ,9,23.6,3.050595238,G,0,0,9,2450,5,0.001834862,0,2,2,2,24.58,30.39,34.34,28.18,0
227,10,20,10,1,18980,486,17.5,2350,30,3.9,0, ,9,23.6,2.901785714,Q,68.15,0,9,2750,4,0.001834862,0,3,3,3,24.58,30.39,34.34,28.18,0
228,10,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
229,10,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
230,10,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
231,11,1,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,2,0.001427115,0,6,6,6,24.58,30.39,34.34,28.18,0
232,11,2,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,2,0.001427115,0,4,4,4,24.58,30.39,34.34,28.18,0
233,11,3,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,2,0.001427115,0,1,1,1,24.58,30.39,34.34,28.18,0
234,11,4,10,1,18980,486,17.5,2280,50,1.5,0, ,1,57.2,1.116071429,N,66.12,0,1,1750,2,0.000203874,0,10,10,10,24.58,30.39,34.34,28.18,0
235,11,5,10,1,18980,486,17.5,2280,50,0.8,0, ,1,57.2,0.595238095,N,66.12,0,1,1750,1,0.000203874,0,11,11,11,24.58,30.39,34.34,28.18,0
236,11,6,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,13,13,13,24.58,30.39,34.34,28.18,0
237,11,7,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,8,8,8,24.58,30.39,34.34,28.18,0
238,11,8,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,1,1,1,24.58,30.39,34.34,28.18,0
239,11,9,9.75,1,18980,486,17.5,2100,60,0.1,20, ,1,10,0.074404762,L,60.9,1,1,850,0,0.000203874,0,2,2,2,24.58,30.39,34.34,28.18,1
240,11,10,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,4,4,4,24.58,30.39,34.34,28.18,0
241,11,11,9.75,1,18980,486,17.5,2100,60,0.1,20, ,3,10,0.074404762,L,60.9,1,3,850,0,0.000611621,0,5,5,5,24.58,30.39,34.34,28.18,2
242,11,12,10,1,18980,486,17.5,2000,60,1.5,0, ,3,23.6,1.116071429,K,58,0,3,1300,2,0.000611621,0,6,6,6,24.58,30.39,34.34,28.18,0
243,11,13,10,1,18980,486,17.5,2400,50,0.8,0, ,5,23.6,0.595238095,T,69.6,0,5,1750,1,0.001019368,0,2,2,2,24.58,30.39,34.34,28.18,0
244,11,14,9.75,1,18980,486,17.5,2090,40,0.1,20, ,5,10,0.074404762,Y,60.61,1,5,2750,0,0.001019368,0,9,9,9,24.58,30.39,34.34,28.18,3
245,11,15,10,1,18980,486,17.5,2400,50,0.8,0, ,5,23.6,0.595238095,T,69.6,0,5,1750,1,0.001019368,0,9,9,9,24.58,30.39,34.34,28.18,0
246,11,16,10,1,18980,486,17.5,2350,30,0.8,0, ,5,23.6,0.595238095,Q,68.15,0,5,2750,1,0.001019368,0,10,10,10,24.58,30.39,34.34,28.18,0
247,11,17,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,13,13,13,24.58,30.39,34.34,28.18,0
248,11,18,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,12,12,12,24.58,30.39,34.34,28.18,0
249,11,19,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,8,8,8,24.58,30.39,34.34,28.18,0
250,11,20,10,1,18980,486,17.5,2350,30,1.5,0, ,9,23.6,1.116071429,Q,68.15,0,9,2750,2,0.001834862,0,6,6,6,24.58,30.39,34.34,28.18,0
251,11,21,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,12,12,12,24.58,30.39,34.34,28.18,0
252,11,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
253,11,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
254,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
255,12,2,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,3,0.001427115,0,9,9,9,24.58,30.39,34.34,28.18,0
256,12,3,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,2,0.001427115,0,6,6,6,24.58,30.39,34.34,28.18,0
257,12,4,10,1,18980,486,17.5,2140,60,0.8,0, ,7,57.2,0.595238095,C,62.06,0,7,850,1,0.001427115,0,10,10,10,24.58,30.39,34.34,28.18,0
258,12,5,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,5,5,5,24.58,30.39,34.34,28.18,0
259,12,6,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,6,6,6,24.58,30.39,34.34,28.18,0
260,12,7,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,12,12,12,24.58,30.39,34.34,28.18,0
261,12,8,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,6,6,6,24.58,30.39,34.34,28.18,0
262,12,9,10,1,18980,486,17.5,2140,60,0.8,0, ,1,57.2,0.595238095,C,62.06,0,1,850,1,0.000203874,0,12,12,12,24.58,30.39,34.34,28.18,0
263,12,10,9.5,1,18980,486,17.5,2100,60,0.1,20, ,3,10,0.074404762,L,60.9,1,3,850,0,0.000611621,0,11,11,11,24.58,30.39,34.34,28.18,1*2
264,12,11,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,6,6,6,24.58,30.39,34.34,28.18,0
265,12,12,10,1,18980,486,17.5,2000,60,1.5,0, ,5,23.6,1.116071429,K,58,0,5,1300,2,0.001019368,0,7,7,7,24.58,30.39,34.34,28.18,0
266,12,13,10,1,18980,486,17.5,2400,50,0.8,0, ,5,23.6,0.595238095,T,69.6,0,5,1750,1,0.001019368,0,14,14,14,24.58,30.39,34.34,28.18,0
267,12,14,9.75,1,18980,486,17.5,2090,40,0.1,20, ,5,10,0.074404762,Y,60.61,1,5,2750,0,0.001019368,0,6,6,6,24.58,30.39,34.34,28.18,3
268,12,15,10,1,18980,486,17.5,2400,50,0.8,0, ,5,23.6,0.595238095,T,69.6,0,5,1750,1,0.001019368,0,11,11,11,24.58,30.39,34.34,28.18,0
269,12,16,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,7,7,7,24.58,30.39,34.34,28.18,0
270,12,17,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,13,13,13,24.58,30.39,34.34,28.18,0
271,12,18,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,11,11,11,24.58,30.39,34.34,28.18,0
272,12,19,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,6,6,6,24.58,30.39,34.34,28.18,0
273,12,20,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,13,13,13,24.58,30.39,34.34,28.18,0
274,12,21,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,6,6,6,24.58,30.39,34.34,28.18,0
275,12,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
276,12,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
277,13,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
278,13,2,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,3,0.001427115,0,3,3,3,24.58,30.39,34.34,28.18,0
279,13,3,10,1,18980,486,17.5,2080,30,2.2,0, ,7,57.2,1.636904762,A,60.32,0,7,2750,2,0.001427115,0,5,5,5,24.58,30.39,34.34,28.18,0
280,13,4,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,11,11,11,24.58,30.39,34.34,28.18,0
281,13,5,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,13,13,13,24.58,30.39,34.34,28.18,0
282,13,6,10,1,18980,486,17.5,2280,50,0.8,0, ,7,57.2,0.595238095,N,66.12,0,7,1750,1,0.001427115,0,9,9,9,24.58,30.39,34.34,28.18,0
283,13,7,10,1,18980,486,17.5,2140,60,0.8,0, ,7,57.2,0.595238095,C,62.06,0,7,850,1,0.001427115,0,11,11,11,24.58,30.39,34.34,28.18,0
284,13,8,10,1,18980,486,17.5,2140,60,0.8,0, ,4,57.2,0.595238095,C,62.06,0,4,850,1,0.000815494,0,5,5,5,24.58,30.39,34.34,28.18,0
285,13,9,10,1,18980,486,17.5,2140,60,0.8,0, ,4,57.2,0.595238095,C,62.06,0,4,850,1,0.000815494,0,2,2,2,24.58,30.39,34.34,28.18,0
286,13,10,9.5,1,18980,486,17.5,2100,60,0.1,20, ,3,10,0.074404762,L,60.9,1,3,850,0,0.000611621,0,8,8,8,24.58,30.39,34.34,28.18,1*2
287,13,11,10,1,18980,486,17.5,2140,60,0.8,0, ,3,23.6,0.595238095,C,62.06,0,3,850,1,0.000611621,0,5,5,5,24.58,30.39,34.34,28.18,0
288,13,12,10,1,18980,486,17.5,2400,50,0.8,0, ,5,23.6,0.595238095,T,69.6,0,5,1750,1,0.001019368,0,15,15,15,24.58,30.39,34.34,28.18,0
289,13,13,9.75,1,18980,486,17.5,2090,40,0.1,20, ,5,10,0.074404762,Y,60.61,1,5,2750,0,0.001019368,0,3,3,3,24.58,30.39,34.34,28.18,3
290,13,14,9.75,1,18980,486,17.5,2090,40,0.1,20, ,5,10,0.074404762,Y,60.61,1,5,2750,0,0.001019368,0,8,8,8,24.58,30.39,34.34,28.18,0
291,13,15,10,1,18980,486,17.5,2400,50,0.8,0, ,5,23.6,0.595238095,T,69.6,0,5,1750,1,0.001019368,0,6,6,6,24.58,30.39,34.34,28.18,0
292,13,16,10,1,18980,486,17.5,2350,30,1.5,0, ,5,23.6,1.116071429,Q,68.15,0,5,2750,2,0.001019368,0,8,8,8,24.58,30.39,34.34,28.18,0
293,13,17,10,1,18980,486,17.5,2060,30,3.9,0, ,9,23.6,2.901785714,D,59.74,0,9,2750,4,0.001834862,0,8,8,8,24.58,30.39,34.34,28.18,0
294,13,18,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,11,11,11,24.58,30.39,34.34,28.18,0
295,13,19,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,9,9,9,24.58,30.39,34.34,28.18,0
296,13,20,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,8,8,8,24.58,30.39,34.34,28.18,0
297,13,21,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,5,5,5,24.58,30.39,34.34,28.18,0
298,13,22,10,1,18980,486,17.5,2000,60,1.5,0, ,9,23.6,1.116071429,K,58,0,9,1300,2,0.001834862,0,15,15,15,24.58,30.39,34.34,28.18,0
299,13,23,10,1,18980,486,17.5,2210,30,2.2,0, ,9,23.6,1.636904762,M,64.09,0,9,2750,3,0.001834862,0,12,12,12,24.58,30.39,34.34,28.18,0
300,14,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,0,0,24.58,30.39,34.34,28.18,0
301,14,2,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,8,8,8,24.58,30.39,34.34,28.18,0
302,14,3,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,1,1,1,24.58,30.39,34.34,28.18,0
303,14,4,10,1,18980,486,17.5,2280,50,1.5,0, ,7,57.2,1.116071429,N,66.12,0,7,1750,2,0.001427115,0,3,3,3,24.58,30.39,34.34,28.18,0
