LU_ID,Land-Use,Sub Crop,PerAcreORPerCell,TopographySlopes,StreamBorder,Year,Time of Year,Frequency,Time - Cost Type,Action - Cost Type,Fixed/Variable,Cost Name,# Labor Hours,Value,Context and/ or Calculations ,Description,Citation,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,11,,,Preharvest,Equipment,Variable,Brush chopping - Equipment Costs,,21.36,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,12,,,Preharvest,Equipment,Variable,Brush chopping - Equipment Costs,,21.36,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,13,,,Preharvest,Equipment,Variable,Brush chopping - Equipment Costs,,21.36,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,14,,,Preharvest,Equipment,Variable,Brush chopping - Equipment Costs,,21.36,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,15,,,Preharvest,Equipment,Variable,Brush chopping - Equipment Costs,,21.36,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,16,,,Preharvest,Equipment,Variable,Brush chopping - Equipment Costs,,21.36,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,17,,,Preharvest,Equipment,Variable,Brush chopping - Equipment Costs,,21.36,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,18,,,Preharvest,Equipment,Variable,Brush chopping - Equipment Costs,,21.36,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,19,,,Preharvest,Equipment,Variable,Brush chopping - Equipment Costs,,21.36,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,20,,,Preharvest,Equipment,Variable,Brush chopping - Equipment Costs,,21.36,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,21,,,Preharvest,Equipment,Variable,Brush chopping - Equipment Costs,,21.36,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,22,,,Preharvest,Equipment,Variable,Brush chopping - Equipment Costs,,21.36,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,4,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,5,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,6,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,7,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,8,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,9,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,10,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,11,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,12,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,13,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,14,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,15,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,16,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,17,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,18,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,19,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,20,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,21,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,22,,,Preharvest,Labor,Variable,Trellis maintenance - Skilled Labor Costs,4,80,$20.00/hr * 4.00hr,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,4,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,5,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,6,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,7,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,8,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,9,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,10,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,11,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,12,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,13,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,14,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,15,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,16,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,17,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,18,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,19,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,20,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,21,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,22,,,Preharvest,Equipment,Variable,Trellis maintenance - Equipment Costs,,16.59,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,4,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,5,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,6,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,7,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,8,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,9,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,10,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,11,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,12,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,13,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,14,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,15,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,16,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,17,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,18,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,19,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,20,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,21,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,22,,,Preharvest,Input,Variable,Trellis maintenance - Materials Costs,,30,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,4,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,5,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,6,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,7,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,8,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,9,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,10,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,11,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,12,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,13,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,14,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,15,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,16,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,17,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,18,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,19,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,20,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,21,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,22,,,Preharvest,Custom,Variable,Tying & renewal ($0.23/vine) - Custom Labor,custom (piece rate),185.53,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,4,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,5,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,6,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,7,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,8,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,9,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,10,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,11,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,12,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,13,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,14,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,15,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,16,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,17,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
15,Mixed Fruits & Vegetables,Grapes (Conventional),,,,18,,,Preharvest,Input,Variable,Tying & renewal ($0.23/vine) - Material Costs,,3.15,,,http://publications.dyson.cornell.edu/outreach/extensionpdf/2014/Cornell-Dyson-eb1401.pdf,,,,,,,
